4.139999999999999858e+01,4.191757436857183272e+00,1.799000000000000057e+02,2.197138688676783147e+01,1.043343544006347656e+01,1.228368759155273438e+01
4.139999999999999858e+01,5.808077578285494980e+00,1.799000000000000057e+02,2.089819044222165800e+01,1.009716033935546875e+01,1.192419528961181641e+01
4.139999999999999858e+01,7.531116548381174169e+00,1.799000000000000057e+02,1.951307710187583311e+01,8.592462539672851562e+00,1.241824388504028320e+01
4.160000000000000142e+01,1.048257219725205047e+01,1.799000000000000057e+02,1.941678943404426505e+01,1.076935768127441406e+01,1.247731685638427734e+01
4.160000000000000142e+01,1.148759269532182437e+01,1.799000000000000057e+02,1.862024907099864635e+01,9.101057052612304688e+00,1.337278842926025391e+01
4.150000000000000000e+01,1.326757964070798756e+01,1.799000000000000057e+02,1.716507951704460666e+01,6.817436218261718750e+00,1.347851753234863281e+01
4.139999999999999858e+01,1.307457240793084452e+01,1.799000000000000057e+02,1.677597709653489488e+01,6.018056869506835938e+00,1.310254812240600586e+01
5.760000000000000142e+01,5.241756259047403432e+01,1.235999999999999943e+02,6.181702957170359447e+00,4.090877532958984375e+01,1.662832140922546387e+01
5.750000000000000000e+01,5.168987556770257896e+01,1.235999999999999943e+02,7.296116720254764765e+00,4.238721847534179688e+01,1.659629702568054199e+01
5.739999999999999858e+01,5.182992818875615626e+01,1.240000000000000000e+02,7.334603288441289948e+00,4.298332214355468750e+01,1.586596488952636719e+01
5.700000000000000000e+01,5.255870753910079429e+01,1.731999999999999886e+02,7.513448522497474968e+00,4.524493217468261719e+01,1.484412908554077148e+01
5.729999999999999716e+01,5.151550841867347685e+01,1.240000000000000000e+02,8.317117916636648900e+00,4.325270652770996094e+01,1.503385305404663086e+01
5.720000000000000284e+01,5.138649309905534324e+01,1.735999999999999943e+02,9.173342218081774746e+00,4.309877395629882812e+01,1.431606292724609375e+01
5.689999999999999858e+01,5.284787472382934226e+01,1.739000000000000057e+02,7.793431370775526723e+00,4.144596099853515625e+01,1.484264612197875977e+01
5.679999999999999716e+01,5.393898105695160439e+01,1.739000000000000057e+02,5.846800011021594301e+00,3.998025894165039062e+01,1.539809226989746094e+01
5.679999999999999716e+01,5.506494724537808594e+01,1.739000000000000057e+02,4.172729094767428037e+00,3.886229515075683594e+01,1.567663192749023438e+01
5.670000000000000284e+01,5.327661331886603335e+01,1.739000000000000057e+02,5.440322251607411452e+00,4.095915794372558594e+01,1.598825693130493164e+01
5.710000000000000142e+01,5.016633160084245446e+01,1.731999999999999886e+02,7.394297690407275248e+00,3.921595573425292969e+01,1.562960147857666016e+01
5.710000000000000142e+01,4.779073089997109491e+01,1.731999999999999886e+02,8.694644165909780398e+00,4.013239860534667969e+01,1.516256093978881836e+01
5.710000000000000142e+01,4.756237045938895847e+01,1.739000000000000057e+02,9.631278722559406091e+00,4.029498100280761719e+01,1.441385269165039062e+01
5.689999999999999858e+01,4.856848338898538486e+01,1.739000000000000057e+02,8.756220560648728224e+00,4.062020301818847656e+01,1.492971420288085938e+01
5.700000000000000000e+01,4.719097302833654339e+01,1.736999999999999886e+02,1.013241436607964552e+01,3.961062431335449219e+01,1.538293600082397461e+01
5.670000000000000284e+01,4.735231091125811531e+01,1.743000000000000114e+02,8.607405327885107482e+00,3.973676681518554688e+01,1.540385246276855469e+01
5.670000000000000284e+01,4.712086740040632549e+01,1.743000000000000114e+02,8.770105361267008348e+00,3.899356842041015625e+01,1.501830339431762695e+01
5.670000000000000284e+01,4.850450100058070291e+01,1.743000000000000114e+02,8.404532191835007993e+00,3.944709777832031250e+01,1.409090042114257812e+01
5.679999999999999716e+01,5.145852355712699477e+01,1.739000000000000057e+02,6.888168808447771241e+00,3.897408485412597656e+01,1.422599315643310547e+01
5.679999999999999716e+01,5.020964386522453538e+01,1.740999999999999943e+02,8.470964360330871301e+00,3.992054939270019531e+01,1.411847114562988281e+01
5.689999999999999858e+01,4.895590471001865751e+01,1.736999999999999886e+02,8.986166990699880230e+00,3.969004631042480469e+01,1.364008665084838867e+01
5.710000000000000142e+01,4.791978936541853784e+01,1.235999999999999943e+02,9.556977150151153566e+00,4.233027458190917969e+01,1.262950420379638672e+01
5.750000000000000000e+01,4.612743705641612735e+01,1.234000000000000057e+02,8.589852573312885653e+00,4.085631370544433594e+01,1.286600112915039062e+01
5.789999999999999858e+01,4.474961133896536580e+01,1.230999999999999943e+02,8.054132781057441903e+00,3.957737922668457031e+01,1.348169326782226562e+01
5.789999999999999858e+01,4.628726104513357598e+01,1.234000000000000057e+02,6.332370022486472294e+00,3.874648094177246094e+01,1.382200241088867188e+01
