4.260000000000000142e+01,3.218709103929849391e+01,1.799000000000000057e+02,1.250913055822622866e+01,3.446946144104003906e+01,1.200169086456298828e+01
4.229999999999999716e+01,3.171249283925720874e+01,1.799000000000000057e+02,1.159792134864606439e+01,3.675938606262207031e+01,1.175328254699707031e+01
4.260000000000000142e+01,3.286009898255023387e+01,1.799000000000000057e+02,1.106399202993726583e+01,3.832945823669433594e+01,1.174464225769042969e+01
4.260000000000000142e+01,3.460099034891531744e+01,1.799000000000000057e+02,1.019163201750776793e+01,3.639409065246582031e+01,1.194365262985229492e+01
4.220000000000000284e+01,3.319846544715896641e+01,1.799000000000000057e+02,8.917003606924348347e+00,3.716922760009765625e+01,1.224958181381225586e+01
4.229999999999999716e+01,3.180505428628410414e+01,1.799000000000000057e+02,1.002675524158697584e+01,3.521356582641601562e+01,1.279691457748413086e+01
4.189999999999999858e+01,3.060353753717810577e+01,1.799000000000000057e+02,9.094246399013295346e+00,3.478266716003417969e+01,1.357100486755371094e+01
4.200000000000000000e+01,2.724314040528307146e+01,1.799000000000000057e+02,1.120773447604032569e+01,3.602132797241210938e+01,1.310782432556152344e+01
4.189999999999999858e+01,2.689977418371379159e+01,1.799000000000000057e+02,1.089113224739927688e+01,3.613952636718750000e+01,1.357527494430541992e+01
4.170000000000000284e+01,2.465477467004092915e+01,1.799000000000000057e+02,1.183722287913161075e+01,3.645299911499023438e+01,1.419484615325927734e+01
4.200000000000000000e+01,2.420161067295671842e+01,1.799000000000000057e+02,1.319263433755052795e+01,3.547350883483886719e+01,1.479513168334960938e+01
4.160000000000000142e+01,2.217541706140103841e+01,1.799000000000000057e+02,1.258043463546724539e+01,3.632422447204589844e+01,1.399758815765380859e+01
4.170000000000000284e+01,2.076138446068700105e+01,1.799000000000000057e+02,1.358546472175043718e+01,3.667183876037597656e+01,1.431424140930175781e+01
5.650000000000000000e+01,3.141497053540899032e+01,1.225000000000000000e+02,1.641417128616758259e+00,1.435158729553222656e+01,8.946752548217773438e+00
5.650000000000000000e+01,2.992074606349614285e+01,1.224000000000000057e+02,2.713991903695585961e+00,1.207238197326660156e+01,9.417085647583007812e+00
5.610000000000000142e+01,2.951183943000099674e+01,1.225000000000000000e+02,2.829892930572428078e+00,1.220153808593750000e+01,9.024348258972167969e+00
4.300000000000000000e+01,2.588892535958368768e+01,1.220999999999999943e+02,2.847875792861163102e+00,1.087851524353027344e+01,9.685254096984863281e+00
4.320000000000000284e+01,2.282347934996929339e+01,1.215000000000000000e+02,1.953818543073391201e+00,7.962608337402343750e+00,1.084180831909179688e+01
4.320000000000000284e+01,2.298345655761684014e+01,1.215000000000000000e+02,1.032640753840235348e+00,8.855886459350585938e+00,1.126821041107177734e+01
4.320000000000000284e+01,2.236405908501815532e+01,1.212999999999999972e+02,1.564794396434094903e+00,9.054307937622070312e+00,1.176333904266357422e+01
5.770000000000000284e+01,2.332430197757351209e+01,1.212999999999999972e+02,9.095761392012231550e-01,1.190889358520507812e+01,1.187063694000244141e+01
5.770000000000000284e+01,2.242722738740922495e+01,1.210999999999999943e+02,1.407839285211260671e+00,1.248270988464355469e+01,1.205718994140625000e+01
5.689999999999999858e+01,2.228520401956586383e+01,1.212999999999999972e+02,1.568336190252183959e+00,1.358651161193847656e+01,1.213967323303222656e+01
4.300000000000000000e+01,2.062194288996235514e+01,1.212000000000000028e+02,2.855190955378304363e+00,1.397912025451660156e+01,1.138348579406738281e+01
5.739999999999999858e+01,2.082390400351699000e+01,1.209000000000000057e+02,2.439406607712929276e+00,1.443821907043457031e+01,1.107624053955078125e+01
5.789999999999999858e+01,1.966534228438560916e+01,1.205999999999999943e+02,2.108449284371122445e+00,1.520251274108886719e+01,1.064994335174560547e+01
5.789999999999999858e+01,2.199358149591663647e+01,1.210000000000000000e+02,1.666659062462075624e+00,1.320579528808593750e+01,1.017932891845703125e+01
5.739999999999999858e+01,2.255259901862350702e+01,1.210999999999999943e+02,2.427209713632514809e+00,1.343067169189453125e+01,1.002050876617431641e+01
5.789999999999999858e+01,2.240661987501466257e+01,1.210000000000000000e+02,2.398688626907928167e+00,1.206939697265625000e+01,1.094755172729492188e+01
5.700000000000000000e+01,2.287681435753248849e+01,1.212999999999999972e+02,3.198542113424612143e+00,1.296235084533691406e+01,1.077833890914916992e+01
5.710000000000000142e+01,2.210192117791900301e+01,1.210999999999999943e+02,3.611044545240110537e+00,1.153518676757812500e+01,1.121034860610961914e+01
5.679999999999999716e+01,2.465087355365346511e+01,1.215000000000000000e+02,3.574934752374302249e+00,1.353957176208496094e+01,1.087615489959716797e+01
5.689999999999999858e+01,2.277074098677775993e+01,1.212999999999999972e+02,4.109556770108675927e+00,1.280516624450683594e+01,1.136596202850341797e+01
5.700000000000000000e+01,2.295302771560873012e+01,1.212999999999999972e+02,4.899426539372392142e+00,1.373103141784667969e+01,1.075614452362060547e+01
5.670000000000000284e+01,2.200213890672453942e+01,1.210999999999999943e+02,6.316229692084064595e+00,1.125299453735351562e+01,1.166970252990722656e+01
5.700000000000000000e+01,2.263357922794114785e+01,1.212000000000000028e+02,7.098408716662772733e+00,1.050472259521484375e+01,1.239347934722900391e+01
5.679999999999999716e+01,2.313145496020196390e+01,1.212999999999999972e+02,8.042389468044229162e+00,1.237965583801269531e+01,1.147846460342407227e+01
4.320000000000000284e+01,2.210925965729601117e+01,1.212999999999999972e+02,8.836903666972492744e+00,1.270369529724121094e+01,1.084969520568847656e+01
4.320000000000000284e+01,2.020548851562531212e+01,1.209000000000000057e+02,1.018761102373009031e+01,1.447343826293945312e+01,1.072612762451171875e+01
5.639999999999999858e+01,2.105491973725424515e+01,1.210999999999999943e+02,8.634676306756411179e+00,1.576594352722167969e+01,1.103961944580078125e+01
4.320000000000000284e+01,2.102774834717735430e+01,1.212999999999999972e+02,9.746673507257249014e+00,1.606381416320800781e+01,1.094507217407226562e+01
4.320000000000000284e+01,2.196576182044224623e+01,1.212999999999999972e+02,8.996837528351221636e+00,1.645199775695800781e+01,1.156654357910156250e+01
4.320000000000000284e+01,2.432805777953021575e+01,1.217999999999999972e+02,9.342494519817170939e+00,1.693360328674316406e+01,1.203732013702392578e+01
4.320000000000000284e+01,2.430872884686885271e+01,1.215999999999999943e+02,9.705513632843823402e+00,1.503603935241699219e+01,1.255072593688964844e+01
5.650000000000000000e+01,2.417269803002090711e+01,1.215000000000000000e+02,9.103687474016339820e+00,1.485749244689941406e+01,1.270394325256347656e+01
5.650000000000000000e+01,2.639676227245386997e+01,1.217999999999999972e+02,8.901888386582072599e+00,1.546255111694335938e+01,1.228627443313598633e+01
5.679999999999999716e+01,2.415203381459678411e+01,1.212999999999999972e+02,7.635371966988567571e+00,1.441318511962890625e+01,1.240396261215209961e+01
5.679999999999999716e+01,2.522200545135228822e+01,1.215000000000000000e+02,7.366357911947838844e+00,1.593338012695312500e+01,1.265247821807861328e+01
5.679999999999999716e+01,2.547397628454551466e+01,1.215999999999999943e+02,6.371879284809207178e+00,1.479197502136230469e+01,1.315377712249755859e+01
5.629999999999999716e+01,2.614587811199718814e+01,1.217999999999999972e+02,6.428895195072441560e+00,1.563521385192871094e+01,1.244506359100341797e+01
5.570000000000000284e+01,2.693454977508883275e+01,1.222000000000000028e+02,6.605842532968257075e+00,1.334507942199707031e+01,1.208662986755371094e+01
5.620000000000000284e+01,2.595539024205089618e+01,1.220000000000000000e+02,6.050715554887645453e+00,1.362277984619140625e+01,1.213685512542724609e+01
5.600000000000000000e+01,2.493122417581096073e+01,1.217999999999999972e+02,7.228521160506138798e+00,1.114629745483398438e+01,1.271595954895019531e+01
5.629999999999999716e+01,2.355047591176218091e+01,1.215000000000000000e+02,6.791893455002263380e+00,1.338780403137207031e+01,1.279097080230712891e+01
4.339999999999999858e+01,2.031888742284088067e+01,1.212999999999999972e+02,7.646921300176710012e+00,1.062807083129882812e+01,1.400779485702514648e+01
5.639999999999999858e+01,1.971419162408226100e+01,1.209000000000000057e+02,6.329863389665998596e+00,1.220158576965332031e+01,1.449311256408691406e+01
5.629999999999999716e+01,2.174207999538486291e+01,1.212999999999999972e+02,6.421180651681792639e+00,1.182904243469238281e+01,1.462901830673217773e+01
