5.931001901626586914e-01,-1.102928161621093750e+00,-3.432964682579040527e-01,8.781953155994415283e-02,2.957825362682342529e-01,1.797618269920349121e+00,0.000000000000000000e+00
-7.027169466018676758e-01,-1.764603495597839355e+00,1.063114285469055176e+00,-1.512047648429870605e+00,-2.082989662885665894e-01,2.022523283958435059e-01,0.000000000000000000e+00
-8.357198238372802734e-01,-1.576552867889404297e+00,8.808558583259582520e-01,-1.309172987937927246e+00,-7.377149164676666260e-02,3.929751515388488770e-01,0.000000000000000000e+00
-1.065429091453552246e+00,-1.630968570709228516e+00,8.597525358200073242e-01,-1.439686655998229980e+00,-1.551163345575332642e-01,4.749563634395599365e-01,0.000000000000000000e+00
-1.229648947715759277e+00,-1.580480217933654785e+00,8.341318964958190918e-01,-1.625027060508728027e+00,-1.782786697149276733e-01,2.817303538322448730e-01,0.000000000000000000e+00
-1.007881760597229004e+00,-1.502953171730041504e+00,8.050688505172729492e-01,-1.536113142967224121e+00,7.144032418727874756e-02,2.112753987312316895e-01,0.000000000000000000e+00
-8.103823065757751465e-01,-1.283418655395507812e+00,6.663450002670288086e-01,-1.417609453201293945e+00,-5.437396466732025146e-02,3.416774868965148926e-01,0.000000000000000000e+00
-8.272768855094909668e-01,-1.055789351463317871e+00,8.654792308807373047e-01,-1.242904305458068848e+00,-2.210010960698127747e-02,1.776493787765502930e-01,0.000000000000000000e+00
-9.718028306961059570e-01,-1.007211685180664062e+00,6.721924543380737305e-01,-1.043322563171386719e+00,9.977413713932037354e-02,-3.465647995471954346e-02,0.000000000000000000e+00
-8.701186776161193848e-01,-9.609866142272949219e-01,5.818338394165039062e-01,-1.244831919670104980e+00,2.686886489391326904e-01,-2.747289240360260010e-01,0.000000000000000000e+00
-1.048183441162109375e+00,-1.202259540557861328e+00,3.568285703659057617e-01,-1.141706585884094238e+00,4.797255396842956543e-01,-2.827768921852111816e-01,0.000000000000000000e+00
-1.113894224166870117e+00,-1.005097866058349609e+00,2.803618907928466797e-01,-1.037645936012268066e+00,4.525920748710632324e-01,-1.661380529403686523e-01,0.000000000000000000e+00
-1.354173660278320312e+00,-9.298609495162963867e-01,4.354778528213500977e-01,-1.010389685630798340e+00,2.325849235057830811e-01,-2.506839632987976074e-01,0.000000000000000000e+00
-1.560513019561767578e+00,-7.871875762939453125e-01,3.947244286537170410e-01,-1.139534592628479004e+00,3.068630695343017578e-01,-6.510274112224578857e-02,0.000000000000000000e+00
-1.735915660858154297e+00,-9.436025619506835938e-01,6.350244283676147461e-01,-9.540733098983764648e-01,3.573482036590576172e-01,-1.377866566181182861e-01,0.000000000000000000e+00
-1.686268210411071777e+00,-1.117073297500610352e+00,5.333308577537536621e-01,-9.108963608741760254e-01,5.174642801284790039e-01,9.046028554439544678e-02,0.000000000000000000e+00
-1.499047756195068359e+00,-1.116786718368530273e+00,6.483994722366333008e-01,-8.048779964447021484e-01,4.710860550403594971e-01,-2.000674605369567871e-02,0.000000000000000000e+00
-1.329480290412902832e+00,-1.001555800437927246e+00,5.686201453208923340e-01,-7.379770874977111816e-01,4.537923932075500488e-01,1.417347788810729980e-01,0.000000000000000000e+00
-1.210413098335266113e+00,-1.250250697135925293e+00,7.048917412757873535e-01,-8.535759449005126953e-01,3.255181610584259033e-01,2.174836248159408569e-01,0.000000000000000000e+00
-1.267362236976623535e+00,-1.404718160629272461e+00,6.667392253875732422e-01,-8.610092997550964355e-01,2.312705665826797485e-01,3.200960159301757812e-02,0.000000000000000000e+00
-1.023264408111572266e+00,-1.523067712783813477e+00,7.575011253356933594e-01,-8.138680458068847656e-01,3.227287530899047852e-01,-4.193758219480514526e-02,0.000000000000000000e+00
-1.128170251846313477e+00,-1.620462775230407715e+00,7.594904899597167969e-01,-7.199471592903137207e-01,4.708327651023864746e-01,1.206507012248039246e-01,0.000000000000000000e+00
-1.033845901489257812e+00,-1.537036061286926270e+00,8.924056291580200195e-01,-6.971007585525512695e-01,4.793660938739776611e-01,3.560637235641479492e-01,0.000000000000000000e+00
-1.100306987762451172e+00,-1.346323370933532715e+00,6.591694355010986328e-01,-6.663345098495483398e-01,2.819440066814422607e-01,1.980224847793579102e-01,0.000000000000000000e+00
-1.066960096359252930e+00,-1.365728974342346191e+00,8.720351457595825195e-01,-8.035744428634643555e-01,3.944250345230102539e-01,3.174609541893005371e-01,0.000000000000000000e+00
