,jaw_dot_dot,tongue_dot_dot,shape_dot_dot,apex_dot_dot,lip_ht_dot_dot,lip_pr_dot_dot
0,-31090.26312828064,32912.4790430069,9071.574360132217,-9053.157716989514,-3694.6102976799016,968.3299064636241
1,-33653.73730659485,29241.928160190582,5740.219242870808,-10294.514000415798,-759.860053658486,968.3299064636241
2,32719.75636482239,-26169.469356536858,-7405.8968015015125,12495.085597038264,-511.4847421646118,1023.1441259384144
3,187.999010086064,2378.234863281241,0.0,1381.5152645111061,-183.8682591915129,-1991.4740324020386
4,1660.4721546173027,682.8284263610749,2093.1851863861107,867.578983306887,-715.6237214803692,-1991.4740324020386
5,2537.053823471067,-3700.039386749263,2093.1851863861107,867.578983306887,-649.0385532379148,0.0
6,-2301.4891147613503,-1881.2251091003325,-1022.2679376602217,-2249.094247817993,181.4600825309752,0.0
7,-1175.290346145632,2483.4847450256348,-439.02933597565374,-2249.094247817993,0.0,0.0
8,992.6950931549051,-1154.1438102722257,521.3946104049705,0.0,0.0,-568.8667297363314
9,150.89392662048562,-70.55997848510742,-645.0825929641657,1604.2932868003847,-488.94897103309614,-568.8667297363314
10,150.89392662048562,1278.524398803711,-1592.3118591308594,385.61046123504747,-488.94897103309614,-1221.5358018875068
11,0.0,-255.05304336547852,-1009.0732574462912,-4448.03535938263,488.94897103309614,-1221.5358018875068
12,-376.55711174010565,1242.1584129333585,0.0,-2010.6697082519552,1518.8786946237083,1790.402531623838
13,-376.55711174010565,319.7765350341797,0.0,2843.7420725822453,2800.2338111400595,1069.5886611938465
14,-823.1437206268378,-988.1925582885698,0.0,1625.0592470169079,740.3743639588356,-720.8138704299915
15,-885.1969242096058,-1282.494068145752,0.0,-1170.9326505661022,-2800.2338111400595,720.8138704299915
16,2859.9333763122536,-3265.0089263916193,0.0,-1170.9326505661022,23.927297443152185,720.8138704299915
17,2984.0397834777896,-2618.0124282836914,0.0,1170.9326505661022,1794.2313849925997,2351.241111755372
18,-1660.2325439453102,1630.728244781503,2148.561477661133,1170.9326505661022,-3012.296408414841,2914.4084453582764
19,-1722.2857475280782,3342.75484085083,2148.561477661133,-1367.5409555435147,-3397.5173532962804,-669.9109077453645
20,-877.5639533996559,-277.91619300842495,-2148.561477661133,-1367.5409555435147,832.8440785408017,-1373.8149404525745
21,-198.7576484680198,-1634.9327564239522,-2148.561477661133,3510.0919008254946,3108.54434967041,-1258.8995695114093
22,1556.370258331292,1634.9327564239522,0.0,4592.5831794738715,3145.2772021293645,-926.0231256485017
23,198.7576484680198,1634.9327564239522,1066.2579536437966,-1412.7844572067238,1815.210878849029,192.13974475860152
24,-2984.383106231685,0.0,1066.2579536437966,-5314.65172767639,-694.3848729133616,-614.5703792571999
25,-2305.576801300049,0.0,1335.3443145751996,-2466.651201248169,-3499.902486801145,-614.5703792571999
26,2305.576801300049,0.0,1335.3443145751996,3449.8715400695787,-2245.10461091995,0.0
27,723.6409187316895,0.0,-2401.6022682189964,3097.146749496459,-1398.5741138458263,0.0
28,-1581.9358825683594,0.0,-2426.383495330813,-1360.2620363235462,71.1911916732777,0.0
29,1581.9358825683594,0.0,-2138.465642929077,883.9428424835244,3047.7726459503174,0.0
30,859.1055870056152,683.9811801910422,-2088.9031887054443,2244.2048788070706,108.24203491210938,0.0
31,-722.8302955627441,-1798.6083030700684,2138.465642929077,-3627.5058984756506,-828.292965888977,0.0
32,2132.079601287842,-3166.5706634521525,-9.179115295410156,-6059.995889663701,641.472339630127,0.0
33,2191.011905670166,1798.6083030700684,-2122.863531112671,-1049.1889715194707,-641.472339630127,-1560.1664781570446
34,111.81831359863281,2482.5894832611107,2036.888599395752,3815.79101085663,-641.472339630127,-1560.1664781570446
35,-6.046295166015625,-1530.3564071655273,2036.888599395752,2432.48999118805,-218.69361400604137,1560.1664781570446
36,-1521.0676193237305,-1530.3564071655273,1844.6266651153585,0.0,-1883.0472230911248,1560.1664781570446
37,-1462.1353149414062,1530.3564071655273,1809.0581893920898,915.8879518508911,-2584.265470504762,0.0
38,0.0,1530.3564071655273,-3884.757757186896,915.8879518508911,2878.034114837645,1843.2682752609242
39,0.0,0.0,-5409.144163131714,-1057.7881336212158,4936.551451683044,1586.5057706832897
40,-2179.889678955082,0.0,530.5826663971013,-1057.7881336212158,696.131587028505,-2100.030779838559
41,-2179.889678955082,-591.1242961883501,3686.060905456543,2386.4227533340454,-442.47388839721503,-1586.5057706832897
42,2179.889678955082,849.1957187652588,1595.5233573913551,2386.4227533340454,-1691.1184787750256,-669.8358058929487
43,37221.95744514466,-16708.117127418525,-19436.177611351013,5069.145709276199,-7598.982751369477,-10940.393507480621
44,35042.067766189575,-18735.045269131657,-19436.177611351013,6722.811162471771,-7033.222652971745,-9087.196886539454
45,-35042.067766189575,17885.849550366398,18310.45925617218,-7415.177226066589,5124.763324856759,8998.883515596386
46,0.0,-853.7118881940843,1125.7183551788319,-101.50894522666967,-1662.1105372905731,-226.98067128658286
47,22.983551025392845,-666.4381176233289,1125.7183551788319,-3376.125395298004,850.0052616000166,1802.842691540718
48,-35050.12631416321,-20850.851461291317,17060.083746910095,-13225.356638431549,6266.914904117585,7898.553758859634
49,-35096.093416214,-18327.66331732273,17060.083746910095,-9880.366325378418,4476.04037821293,6883.642077445984
50,36636.461019516,16590.591818094254,-19463.090300559998,11805.306673049927,-3417.58631169796,-3884.7892731428146
51,835.3114128112835,-3593.8215255737346,-2403.0065536499023,1754.1325092315674,-27.862563729285778,-939.0991926193237
52,2447.5669860839885,377.1471977233933,2403.0065536499023,-100.97146034240723,0.0,-4591.349959373474
53,-786.406993865971,566.6899681091265,1830.4318189620972,-846.2709188461292,0.0,-1021.5592384338379
54,-4010.918140411381,2751.009464263907,-2277.595400810242,-846.2709188461292,0.0,804.5661449432373
55,-1612.255573272705,2107.427120208758,-1132.4459314346316,-64.94998931884979,1963.9896601438518,0.0
56,0.0,-989.1438484191762,2906.7659378051762,505.8252811431874,3320.848569273949,0.0
57,0.0,-270.60747146607775,3498.2001781463628,1767.5095796585083,-607.1307510137543,0.0
58,1422.6436614990255,2500.436305999738,534.838438034057,625.9590387344338,-3320.848569273949,-951.2436389923096
59,1422.6436614990255,2235.9395027160554,-3476.7505526542664,-856.2886714935291,-550.3040552139298,-164.63041305541992
60,-1422.6436614990255,-3722.009658813468,-756.3406229019165,-285.5134010314919,806.5548539161676,2587.714195251465
61,-1422.6436614990255,-3722.009658813468,3774.810433387755,-498.5445737838734,-806.5548539161676,1014.4877433776855
62,0.0,3057.982921600342,-407.6683521270752,-1567.1193599700894,-806.5548539161676,-3327.8489112854004
63,0.0,3057.982921600342,-2091.239392757415,-777.0168781280529,2418.047785758972,-2541.2356853485107
64,0.0,-1571.9127655029297,0.0,-175.66561698914126,3260.9182596206665,1099.2664098739624
65,303.5759925842263,-1571.9127655029297,1977.221369743346,1075.717806816101,-1575.1773118972778,1099.2664098739624
66,-753.1249523162842,0.0,2186.7907047271738,3078.739643096926,-3260.9182596206665,1307.8671693801891
67,-1360.2769374847367,0.0,290.2919054031393,-1616.0738468170166,1353.2936573028564,1307.8671693801891
68,753.1249523162842,0.0,-642.8188085556052,-3151.872158050537,1386.3253593444845,-1776.1176824569734
69,1056.7009449005104,0.0,-2781.485319137574,450.8209228515625,-3006.002902984617,-3986.395597457887
70,0.0,-1082.2606086730912,-3781.8640470504747,450.8209228515625,-1386.3253593444845,-2438.5622143745386
71,2494.521141052244,-1082.2606086730912,1.6772747039794922,1365.0965690612793,809.8387718200661,3241.3178682327293
72,1510.5783939361572,1082.2606086730912,4231.890439987183,1365.0965690612793,-2278.9031267166147,4758.248925209045
73,-2091.541290283199,832.0760726928622,780.6956768035889,0.0,-2278.9031267166147,29.322504997252306
74,-123.65579605102539,-1909.1916084289594,-1454.2067050933838,0.0,2278.9031267166147,-1377.8743147850068
75,-402.9798507690452,-1408.8225364685013,271.3906764984131,0.0,867.0014142990112,-118.55006217956765
76,-1386.9225978851318,1640.1362419128461,-539.7915840148926,0.0,-1411.9017124176037,-2217.6939249038664
