,TT_Den_dot_dot,TT_Alv_dot_dot,TB_Pal_dot_dot,TB_Vel_dot_dot,TB_Pha_dot_dot,LPRO_dot_dot,LA_dot_dot,jaw,tongue,shape,apex,lip_ht,lip_pr,jaw_dot,tongue_dot,shape_dot,apex_dot,lip_ht_dot,lip_pr_dot,jaw_dot_dot predicted,tongue_dot_dot predicted,shape_dot_dot predicted,apex_dot_dot predicted,lip_ht_dot_dot predicted,lip_pr_dot_dot predicted,jaw_dot_dot,tongue_dot_dot,shape_dot_dot,apex_dot_dot,lip_ht_dot_dot,lip_pr_dot_dot,loss
0,-6511.140341602016,5422.392860881757,19246.572367413708,2133.226641615789,-21555.552220002137,-30982.780456542998,4339.027404785193,-1.9334390163421635,0.3283688724040985,0.2182336896657944,2.9348757266998278,-0.33361178636550903,-0.5875574946403505,-9.606194496154806,-17.445644736289974,14.714650064706804,0.32615661621075986,16.342961788177494,0.0,1193.5,2811.0312,-1481.8281,1355.0938,-2783.1953,26.546875,515.3751373290994,2671.9427108764653,-1471.4650064706805,2202.033996582053,-2895.921170711519,0.0,5.501419e-06
1,-7750.467689827545,-10443.726800749502,-26478.449349699786,-19066.478833817706,4890.314640848778,10651.493072509697,-970.2682495117188,-2.503407716751098,0.5011545419692993,2.1762862205505367,-2.8683011531829834,2.6616551876068115,1.0389391183853147,-11.0184907913208,0.0,-24.74887371063241,-0.3499269485474077,-16.463065147399902,0.0,1079.3125,-72.77344,3039.414,1647.8203,1236.875,123.13281,1101.84907913208,0.0,2834.062576293954,1896.3742256164594,1195.7812309265134,0.0,6.242071e-07
2,-4559.281852800687,255.63245933962972,11339.362698753845,5586.071566324281,-9406.59051921395,19963.16909790041,6735.2771759033285,-3.2662818431854244,0.6110705137252808,1.6144725084304803,2.363295555114746,-0.6617916822433472,-2.632934331893921,0.0,0.1182258129119762,18.617379665374802,-12.923336029052688,-19.179090857505802,0.0,213.80469,868.1172,-1544.0469,887.58594,1989.3906,3081.8125,0.0,872.7812767028819,-1470.257043838512,1292.3336029052691,1917.90908575058,3015.5158042907674,1.0113926e-06
3,17479.532137121332,20777.889211563084,22281.7167119954,97.52602479899508,-20767.83433341632,19970.13092041014,-7659.721374511719,-2.756388902664185,-1.7461280822753908,0.0010230437619611619,-1.1421748399734497,-1.4634106159210205,-2.3885445594787598,9.57772731780997,-21.640229225158734,0.0,0.07381439208984375,-7.185876369476295,14.78912830352792,-912.4297,2482.7656,-43.179688,-127.421875,1795.1641,-1401.6797,-957.772731780997,2486.3576889038172,-77.11355923675,-7.381439208984375,1768.6581611633255,-1478.912830352792,1.1284855e-07
4,-1996.9852328171453,-5582.588763593907,-13686.203855236216,-10551.241949427957,5396.327258195654,13103.389739990234,-16672.110557556203,1.0842425823211668,-1.3721896409988403,-0.2544040083885193,-2.7223944664001465,0.021196946501731876,0.6353420615196228,0.0,18.95356178283689,0.0,0.0,-0.3568835556507107,11.0645592212677,553.96094,-336.39062,1831.2188,573.625,1369.2578,-4789.7812,0.0,-474.0548133850055,1900.974288582802,1288.1135940551758,1258.8617950677874,-4790.421724319459,3.889881e-06
5,20240.522820119044,19502.062976462894,19620.402010241018,-345.9613989807408,-7640.822026874119,-18827.724456787157,-4720.115661621057,2.2326481342315674,1.8047112226486208,-0.970138430595398,-2.2287676334381104,0.018445819616317742,0.2895827889442444,-12.650346755981445,0.0,0.0,14.755010604858398,0.0,9.552790224552156,1263.7422,2021.5078,-78.1875,-3178.0703,-1569.8125,-2393.5234,1265.0346755981445,2020.0312137603735,0.0,-3081.786632537842,-1610.814779996872,-2485.7051670551296,1.3031723e-07
6,-16035.423615580237,-16573.719404623258,-8484.549908565099,1849.2496041738348,5731.641552750446,-3335.2851867675427,16115.260124206578,-2.004584789276123,-1.742085576057434,1.348612546920776,-2.353771448135376,0.21875168383121488,3.278895139694213,-20.472002029418945,0.0,10.859549045562787,-0.08504390716552734,0.0,-27.560186386108306,2573.3672,-182.47656,-1170.0625,457.41406,97.22656,4822.6484,2047.2002029418945,-407.4358940124512,-949.5151042938301,1052.4749755859418,0.0,4761.6267204284495,3.48879e-06
7,4195.521676706093,-9439.430369841728,-29671.77392946816,-17980.331564926855,23373.991100282085,51356.12487792962,-17679.214477539008,-2.3403170108795166,-1.4787631034851074,-1.0263702869415283,-0.3466326296329498,2.256533622741699,1.2035188674926756,0.0,23.89810085296631,-15.448474884033205,0.0,-16.236710548400882,15.284693241119404,127.16406,-2352.0234,3666.8047,-1229.0703,5006.078,-3414.0469,0.0,-2389.810085296631,3835.6059789657593,-696.5607404708867,4933.896064758301,-3477.5495529174827,1.5106548e-06
8,21508.05161504905,23238.1935225154,34709.97397260625,-2739.071844470775,-20772.09108377973,9243.011474609446,3988.623619079581,-2.7751843929290767,1.6612448692321775,0.9193323850631712,-1.6537505388259888,0.2538363039493561,-1.310451865196228,0.0,-28.4083247184753,0.0,-16.450369358062744,2.368438243865967,-17.116260528564432,-10.8515625,2978.2812,-195.20312,-1069.8359,908.84375,1816.25,-276.3748168945401,2840.832471847529,0.0,-536.6575717926004,844.7313308715826,1711.6260528564428,1.949584e-06
9,-20601.790025655617,-19807.791609914068,-26245.50753528872,-4849.6884376977005,12423.36013387691,-21191.024780273365,1920.6523895263672,-0.4750164151191712,3.4201886653900133,1.3383017778396606,3.905052661895752,1.7699028253555298,2.0841197967529297,12.008851766586305,15.291047096252393,5.527627468109154,-14.10517692565918,19.102525711059553,0.0,660.0781,-1646.8906,541.2031,1093.2031,-1943.2109,-174.42188,802.5230467319483,-1529.1047096252396,927.4899959564187,1350.5649566650345,-1910.252571105955,-394.93083953857865,1.5708283e-06
