5.610774861360183507e+01,5.451373995533438688e+01,6.077568135791033654e+01,2.160905468385574935e+01,8.235346714333974916e+00,1.841593742370605469e+01,2.032927751541137695e+01
5.518912939521378291e+01,5.363214604037496258e+01,5.965369901085981752e+01,2.131726124806025879e+01,8.820072054204711520e+00,1.807372093200683594e+01,2.046051025390625000e+01
5.601788062345715957e+01,5.448809918801526209e+01,6.103384345967823776e+01,2.256783045395401999e+01,8.962183028175692456e+00,1.807372093200683594e+01,2.012136220932006836e+01
5.601607777321209625e+01,5.448774010409390911e+01,6.103781837397369259e+01,2.258664041642246900e+01,8.960284333076545593e+00,1.807372093200683594e+01,2.076479434967041016e+01
5.656593878330617287e+01,5.490853833554274388e+01,6.113957441777940005e+01,2.178635823267910965e+01,9.577037908341834438e+00,1.792763710021972656e+01,2.082081556320190430e+01
5.662740776424138289e+01,5.505851394281926758e+01,6.164844903788534225e+01,2.134838670365326152e+01,8.401277062153070574e+00,1.792763710021972656e+01,2.082081556320190430e+01
5.672054963161423302e+01,5.522274240580284754e+01,6.211668691202517323e+01,2.099411776229809590e+01,7.433095929338429997e+00,1.792763710021972656e+01,2.074578046798706055e+01
5.592978452745527562e+01,5.447400149151605575e+01,6.118601440876362574e+01,2.073510766988178133e+01,7.670931423754093537e+00,2.026833534240722656e+01,2.048045635223388672e+01
5.427356851741897259e+01,5.271924256058704827e+01,5.837858474529540587e+01,2.070062351198807349e+01,9.436638027030516795e+00,2.026833534240722656e+01,2.038566112518310547e+01
5.344253827587073147e+01,5.194917746625460353e+01,5.749673986164193451e+01,2.042708220742350989e+01,9.203002982431918610e+00,1.886450767517089844e+01,2.057274103164672852e+01
5.215174396322879602e+01,5.058754995736875060e+01,5.543916034538258941e+01,2.063198276997566083e+01,1.054723163199477298e+01,1.886450767517089844e+01,1.988261222839355469e+01
5.220989549456763967e+01,5.056845807918165292e+01,5.510963279962066963e+01,2.002046830439626390e+01,1.067269944403507509e+01,1.886450767517089844e+01,1.988261222839355469e+01
5.189821035284061423e+01,5.012387970330225073e+01,5.392639671548892011e+01,1.849765638502778131e+01,1.072511286941525910e+01,1.886450767517089844e+01,1.947742819786071777e+01
5.200164272175490510e+01,5.021547400370587866e+01,5.399443725192213606e+01,1.834353404800301490e+01,1.065723309342026681e+01,1.886450767517089844e+01,1.947742819786071777e+01
5.138089874672700574e+01,4.962799365253181350e+01,5.330456229227149834e+01,1.808285715366440627e+01,1.048538784308642668e+01,1.886450767517089844e+01,1.950028419494628906e+01
5.027037911431030182e+01,4.866271552061967043e+01,5.260827018519107412e+01,1.860166702584142584e+01,1.084495744017932850e+01,1.837008476257324219e+01,1.964240074157714844e+01
5.093239992106022385e+01,4.937133186627541193e+01,5.366929189504097053e+01,1.848527171840484584e+01,1.013561497055980354e+01,1.727934837341308594e+01,1.978522777557373047e+01
5.110639579971446977e+01,4.953671065661349360e+01,5.385865637129762007e+01,1.853468547968147817e+01,1.005157932139019650e+01,1.733302116394042969e+01,1.931966066360473633e+01
5.110602943376285623e+01,4.953730187011464636e+01,5.385923401238767383e+01,1.853544470952402889e+01,1.005182222464397590e+01,1.792355537414550781e+01,1.898429870605468750e+01
5.039712764928916044e+01,4.905941990414356013e+01,5.408944878845652227e+01,1.994670485844494934e+01,1.004437816397869376e+01,1.778588294982910156e+01,1.926639795303344727e+01
4.984704323830656847e+01,4.845053822381145636e+01,5.311497538074556246e+01,1.988348156744367756e+01,1.067416492937989503e+01,1.778588294982910156e+01,1.926639795303344727e+01
4.983503857602543974e+01,4.843955664027749464e+01,5.310343560860325596e+01,1.987938011210207279e+01,1.067162055904419304e+01,1.778588294982910156e+01,1.882014751434326172e+01
4.843119035291734775e+01,4.713331695864034998e+01,5.185305008431498663e+01,2.128385460015962494e+01,1.173484776483807224e+01,2.024237632751464844e+01,1.849278450012207031e+01
4.872691151834064982e+01,4.719718222545509434e+01,5.110428540622501004e+01,1.973862338082918910e+01,1.197011710257602957e+01,2.223170280456542969e+01,1.822767734527587891e+01
4.821174510986010375e+01,4.670055438512454771e+01,5.057518483601331383e+01,2.016365557443250722e+01,1.239630208001436706e+01,2.223170280456542969e+01,1.745934724807739258e+01
4.817835631896478077e+01,4.669275970137575626e+01,5.066176836921243876e+01,2.033884685755407062e+01,1.236868641261309776e+01,2.366420745849609375e+01,1.726844549179077148e+01
4.723228296618024302e+01,4.586321977236602265e+01,5.002153949560284474e+01,2.057274837951711532e+01,1.270072628558198957e+01,2.340434074401855469e+01,1.676458239555358887e+01
4.868886264612334713e+01,4.732253481025038866e+01,5.176905741880096912e+01,1.972001400806050952e+01,1.137658195855775034e+01,2.340434074401855469e+01,1.676458239555358887e+01
4.841901648813404790e+01,4.703350059928860105e+01,5.135145384709367988e+01,1.976274569598962927e+01,1.166387194299869989e+01,2.340434074401855469e+01,1.686824321746826172e+01
4.911471090743512491e+01,4.766709099232837588e+01,5.201031449176259969e+01,1.997826169893330217e+01,1.185567883768008812e+01,2.340434074401855469e+01,1.707555770874023438e+01
4.840809830924782631e+01,4.689639817961311508e+01,5.078243582115061372e+01,1.904719673730130935e+01,1.236766074300809493e+01,2.314683914184570312e+01,1.717430949211120605e+01
5.054989815715433110e+01,4.910746248207451004e+01,5.378535713654810024e+01,1.902367953730543704e+01,1.047693030035843087e+01,2.339444160461425781e+01,1.707935571670532227e+01
5.036259443248410861e+01,4.881542008835719315e+01,5.302796558515556313e+01,1.846030936713715320e+01,1.088159553722395501e+01,2.187866210937500000e+01,1.728135466575622559e+01
5.062552407499925522e+01,4.906691673528662534e+01,5.331503112093549390e+01,1.853449875897569754e+01,1.075283859573803014e+01,2.196005821228027344e+01,1.720578551292419434e+01
4.962785180251430006e+01,4.811309477380227406e+01,5.222455864174555273e+01,1.824722198929044836e+01,1.123874645192567101e+01,2.165176391601562500e+01,1.695775747299194336e+01
4.926352384831700704e+01,4.769655155715690142e+01,5.144656842026044785e+01,1.748035073162012054e+01,1.119976375037178684e+01,2.421745300292968750e+01,1.661584258079528809e+01
4.669005431665102179e+01,4.504312532592254570e+01,4.795688920922497545e+01,1.742234164009596498e+01,1.332157186168645602e+01,2.385589599609375000e+01,1.660859823226928711e+01
